basepk,topic,category,procedural_score,error_x,error_y
3788482,fisheries jobs and community preservation,Agriculture & Natural Resources,0.5,,
3788494,fisheries and job creation in British Columbia,Agriculture & Natural Resources,0.0,,
3788496,west coast fisheries and free trade,Trade & Industry,0.25,,
3788532,export restrictions on salmon and herring,Trade & Industry,0.0,,
3788534,salmon and herring imports from Alaska,Trade & Industry,0.0,,
3788548,GATT panel ruling on Canadian protectionism,Trade & Industry,0.0,,
3788563,fisheries jobs and export market,Agriculture & Natural Resources,0.25,,
3788565,fish processing industry job losses,Agriculture & Natural Resources,0.5,,
3788567,resignation over job losses,Social Policy,0.25,,
3788570,fisheries policy and free trade,Trade & Industry,0.25,,
3788585,rural and small-town Canada policies,Social Policy,0.25,,
3788645,deferred divisions,Parliamentary Affairs,1.0,,
3788713,dioxin and organochlorines in BC seafood,Agriculture & Natural Resources,0.0,,
3788732,Chinese citizens in Canada information package,"Justice, Rights & Immigration",0.0,,
3788735,bank loans to Alberta,Economic & Fiscal Policy,0.0,,
3788752,VIA Rail service usage,Social Policy,0.25,,
3788780,satisfaction with community services,Social Policy,0.0,,
3788841,questions on notice about government publications and hazardous waste,Parliamentary Affairs,0.0,,
3788848,closure and inadequate debate on bills,Parliamentary Affairs,0.75,,
3788851,patenting life forms legislation,"Justice, Rights & Immigration",0.25,,
3788853,notice on multiple pieces of legislation,Parliamentary Affairs,0.75,,
3788917,ERDA agreements and regional development funding,Intergovernmental & Constitutional Affairs,0.25,,
3788918,corporate funding and regional development,Trade & Industry,0.25,,
3788919,ACOA funding and deficit reduction,Economic & Fiscal Policy,0.25,,
3788924,government deficit and debt reduction,Economic & Fiscal Policy,0.25,,
3788931,government propaganda and advertising expenditures,Government Operations & Ethics,0.25,,
3788947,Canada Post rural post office support,Government Operations & Ethics,0.25,,
3788952,government deficit and corporate tax policy,Economic & Fiscal Policy,0.25,,
3788966,Revenue Canada harassment of farmers,Agriculture & Natural Resources,0.25,,
3788983,government's moral bankruptcy and specific policy failures,Government Operations & Ethics,0.25,,
3789003,ACOA budget and CFB Summerside,Government Operations & Ethics,0.0,,
3789012,Summerside base closure economic impact study,Economic & Fiscal Policy,0.25,,
3789013,future of Summerside and Prince Edward Island,Economic & Fiscal Policy,0.25,,
3789022,defence spending and equipment replacement,Foreign Affairs & Defence,0.25,,
3789050,Pearson Airport corridor protection,Government Operations & Ethics,0.0,,
3789095,free trade and Canadian trade surplus,Trade & Industry,0.25,,
3789125,taxation of corporations vs individuals,Economic & Fiscal Policy,0.25,,
3789239,CBC employment practices,Government Operations & Ethics,0.25,,
3789268,amendments to the Bank Act,Economic & Fiscal Policy,0.25,,
3789290,financial services for rural and small town Canada,Economic & Fiscal Policy,0.0,,
3789374,Montreal Protocol obligations,Foreign Affairs & Defence,0.25,,
3789399,farm safety for children,Social Policy,0.0,,
3789433,goods and services tax gouging Canadians,Economic & Fiscal Policy,0.25,,
3789435,national tax on consumer purchases,Economic & Fiscal Policy,0.0,,
3789462,search and rescue at CFB Summerside,Foreign Affairs & Defence,0.0,,
3789469,Fishery Products International profitability,Trade & Industry,0.25,,
3789489,job creation in Quebec,Economic & Fiscal Policy,0.25,,
3789493,rental housing assistance program,Social Policy,0.0,,
3789507,postal subsidies and free trade,Trade & Industry,0.0,,
3789516,government spending and deficit reduction,Economic & Fiscal Policy,0.25,,
3789602,regional industrial expansion funding,Economic & Fiscal Policy,0.25,,
3789662,federal funding for post-secondary education,Social Policy,0.0,,
3789702,Program for Older Worker Adjustment (POWA) review,Social Policy,0.25,,
3789752,Canadian Transportation Accident Investigation and Safety Board,Government Operations & Ethics,0.25,,
3789770,railway and airline safety inspectors,Government Operations & Ethics,0.25,,
3789772,Canadian Transportation Accident Investigation and Safety Board,Government Operations & Ethics,0.25,,
3789782,Member's right to speak,Parliamentary Affairs,0.75,,
3789843,federal funding for Vancouver needle exchange program,Social Policy,0.1,,
3789888,Chinese citizens visa flexibility,"Justice, Rights & Immigration",0.0,,
3789914,southwestern Nova Scotia fishery closure,Agriculture & Natural Resources,0.0,,
3789939,Sarcee lease dispute,Indigenous & Northern Affairs,0.5,,
3789951,Quebec transport funding agreement,Intergovernmental & Constitutional Affairs,0.0,,
3789972,VIA Rail funding and recommendations,Government Operations & Ethics,0.25,,
3789998,sustainable development and environment,Agriculture & Natural Resources,0.0,,
3790012,welcome back to Stanley Knowles,Parliamentary Affairs,0.75,,
3790037,vessel safety and stability testing,Government Operations & Ethics,0.0,,
3790038,fish inspection program improvements,Agriculture & Natural Resources,0.0,,
3790066,unemployment insurance cuts and privatization,Social Policy,0.25,,
3790161,unemployment rate and job prospects,Social Policy,0.25,,
3790194,Unemployment Insurance Act amendments,Social Policy,0.1,,
3790201,cuts to social programs,Social Policy,0.5,,
3790217,impact of technological change on skilled jobs,Social Policy,0.25,,
3790229,unemployment insurance and job retraining,Social Policy,0.0,,
3790236,unemployment insurance act reform,Social Policy,0.1,,
3790244,unemployment insurance and community futures program,Social Policy,0.25,,
3790258,worker retraining and unemployment insurance reform,Social Policy,0.0,,
3790280,UI Analysis Directorate of Employment and Immigration,Government Operations & Ethics,0.25,,
3790400,pension reform for surviving spouses and children,Social Policy,0.1,,
3790427,pensioner overpayment recovery,Social Policy,0.0,,
3790433,veterans' survivor benefits,Social Policy,0.0,,
3790464,museum policy and official languages,Government Operations & Ethics,0.25,,
3790469,students visiting the House,Parliamentary Affairs,0.75,,
3790471,national museums policy,Government Operations & Ethics,0.25,,
3790489,amendments to Bill C-6,Parliamentary Affairs,0.25,,
3790564,social assistance eligibility and child care funding,Social Policy,0.0,,
3790567,supplier relations promotion program,Trade & Industry,0.0,,
3790615,interest rates and inflation,Economic & Fiscal Policy,0.25,,
3790618,goods and services tax vs federal sales tax,Economic & Fiscal Policy,0.25,,
3790656,tourism policy and advertising,Trade & Industry,0.0,,
3790692,severance pay and annual leave for workers,Social Policy,0.0,,
3790695,inshore fishing vessel construction limits,Agriculture & Natural Resources,0.0,,
3790773,multiculturalism policy and department,Government Operations & Ethics,0.25,,
3790830,military equipment exports and human rights,Foreign Affairs & Defence,0.25,,
3790832,offshore hydrocarbon exploration off West Coast,Agriculture & Natural Resources,0.0,,
3790883,Canada funding of UN population activities in China,Foreign Affairs & Defence,0.0,,
3790917,Commonwealth Heads of Government meeting,Foreign Affairs & Defence,0.25,,
3790924,goods and services tax rate clarity,Economic & Fiscal Policy,0.0,,
3790942,refugee backlog and family reunification,"Justice, Rights & Immigration",0.0,,
3790948,Gander air crash inquiry,Government Operations & Ethics,0.25,,
3790954,tobacco industry lobbying and conflict of interest,Government Operations & Ethics,0.5,,
3791023,defence procurement projects,Foreign Affairs & Defence,0.25,,
3791041,adjournment proceedings,Parliamentary Affairs,1.0,,
3791129,Atomic Energy of Canada Limited financing,Economic & Fiscal Policy,0.1,,
3791154,referral of bill to committee,Parliamentary Affairs,0.75,,
3791162,judicial appointments process,"Justice, Rights & Immigration",0.25,,
3791206,order of business,Parliamentary Affairs,0.75,,
3791210,drinking water quality legislation,Social Policy,0.25,,
3791238,federal sales and excise tax increases,Economic & Fiscal Policy,0.0,,
3791240,Excise Tax Act and budget tax increases,Economic & Fiscal Policy,0.25,,
3791244,claw-back provisions for seniors,Social Policy,0.25,,
3791270,excise and sales tax reform,Economic & Fiscal Policy,0.25,,
3791298,federal sales tax on long distance calls,Economic & Fiscal Policy,0.25,,
3791309,national debt and deficit management,Economic & Fiscal Policy,0.25,,
3791343,dairy farmers income freeze,Agriculture & Natural Resources,0.0,,
3791367,tribute to Howard Green,Parliamentary Affairs,0.25,,
3791400,goods and services tax impact on tourism,Economic & Fiscal Policy,0.0,,
3791413,government action on promised proposals,Parliamentary Affairs,0.25,,
3791419,Northwest Territories bilingualism funding,Intergovernmental & Constitutional Affairs,0.0,,
3791420,Canadian Broadcasting Corporation independence,Government Operations & Ethics,0.5,,
3791432,Francophone promotion in military,Foreign Affairs & Defence,0.0,,
3791457,municipal water infrastructure funding,Social Policy,0.0,,
3791552,travel for scrutiny of regulations conference,Parliamentary Affairs,0.75,,
3791594,order of business,Parliamentary Affairs,0.75,,
3791598,postal services at Postal Station V,Government Operations & Ethics,0.25,,
3791610,petition to keep Canadian Forces Base London open,Foreign Affairs & Defence,0.25,,
3791622,VIA Rail funding and operations,Government Operations & Ethics,0.0,,
3791631,concessionary postal rates for publications,Government Operations & Ethics,0.0,,
3791648,Elizabeth Bentley testimony transcripts,Government Operations & Ethics,0.0,,
3791693,drought and flood assistance for producers,Agriculture & Natural Resources,0.0,,
3791705,forage crop yield data verification,Agriculture & Natural Resources,0.0,,
3791711,agricultural payment information dissemination,Agriculture & Natural Resources,0.0,,
3791886,plant breeders' rights and patent law,Agriculture & Natural Resources,0.25,,
3791895,New Democratic Party's economic policies,Economic & Fiscal Policy,0.5,,
3791900,House adjournment for summer,Parliamentary Affairs,0.75,,
3791910,Liberal Party insincerity and hypocrisy,Parliamentary Affairs,0.75,,
3791921,opposition to National Energy Program,Agriculture & Natural Resources,0.25,,
3791967,international agricultural development aid,Foreign Affairs & Defence,0.0,,
3792007,recall of parliament for royal assent,Parliamentary Affairs,0.75,,
3792037,committee travel to Newfoundland,Parliamentary Affairs,0.5,,
3792094,question of privilege and parliamentary process,Parliamentary Affairs,0.75,,
3792111,parliamentary privilege and contempt,Parliamentary Affairs,0.75,,
3792154,Minister of Finance,Economic & Fiscal Policy,0.5,,
3792155,sales tax increase and fairness,Economic & Fiscal Policy,0.25,,
3792176,taxation of basic groceries,Economic & Fiscal Policy,0.0,,
3792228,free trade and economic performance,Trade & Industry,0.25,,
3792236,householder printing options,Government Operations & Ethics,0.5,,
3792305,conversion of nuclear weapons technology to civilian use,Foreign Affairs & Defence,0.0,,
3792344,contempt of Parliament,Parliamentary Affairs,0.75,,
3792356,rules for presenting petitions,Parliamentary Affairs,0.75,,
3792357,petition against general sales tax,Economic & Fiscal Policy,0.25,,
3792367,petitions on goods and services tax,Economic & Fiscal Policy,0.5,,
3792372,VIA Rail passenger service,Trade & Industry,0.25,,
3792377,refugee program work authorization,"Justice, Rights & Immigration",0.0,,
3792404,goods and services tax opposition,Economic & Fiscal Policy,0.25,,
3792418,cost of Charles Ng prosecution and incarceration,"Justice, Rights & Immigration",0.0,,
3792474,CFB Moncton refurbishment and closure facts,Foreign Affairs & Defence,0.0,,
3792497,forest industry jobs vs land preservation,Agriculture & Natural Resources,0.25,,
3792514,Dr. Paul Anthony Johnstone's contributions,Government Operations & Ethics,0.0,,
3792516,seniors' opposition to goods and services tax,Economic & Fiscal Policy,0.25,,
3792524,steel trade dispute with the US,Trade & Industry,0.25,,
3792547,goods and services tax fairness features,Economic & Fiscal Policy,0.25,,
3792549,tax on food,Economic & Fiscal Policy,0.25,,
3792567,VIA Rail consultation and decision-making,Trade & Industry,0.25,,
3792584,VIA Rail decision timing,Trade & Industry,0.25,,
3792586,VIA Rail consultations,Trade & Industry,0.25,,
3792597,foreign investment review by Investment Canada,Trade & Industry,0.25,,
