basepk,topic,error
1367699,representation of primary producers on government boards,
1367746,shortage of hospital and domestic labour,
1367663,inspection and quality control of fish products,
1367720,permanent fisheries marketing board establishment,
1366591,definition of child maintenance in Family Allowance legislation,
1367784,appointment of overseas special returning officers,
1367812,Special War Revenue Act record-keeping amendment,
1367802,inspection of northern air bases,
1367776,labour shortages for western grain harvests,
1367628,floor prices for the fishing industry,
1367751,Addison Industries military contract audit,
1367842,permanent price stabilization for the fishing industry,
1367822,Canada-United States succession duties tax convention,
1367852,parliamentary publication of government regulations,
1367761,Montreal Tramways strike settlement efforts,
1367803,inspection of northern military air bases,
1367878,administrative adjustment of customs tariff schedules,
1367740,muskrat marshland development project,
1367880,farm implement price reductions,
1367872,delegation of parliamentary authority in customs legislation,
1367896,customs tariff for agricultural machinery parts,
1367849,establishment of permanent floor prices for fisheries,
1367843,fisheries price stabilization legislation,
1367886,agricultural implement price and tax regulation,
1367890,import of agricultural machinery parts,
1367934,full-time chairman for the Canadian Broadcasting Corporation,
1367897,farm machinery repair parts distribution,
1367432,regulation of government-guaranteed corporate bonds,
1367911,tariff classification of gasoline engines,
1367275,export credits insurance corporation risk assessment,
1367874,price ceilings on agricultural implement repair parts,
1368006,Grand Trunk Railway employee pension rights,
1367945,radio broadcasting coverage in Nova Scotia,
1368005,jurisdiction over Canadian Pacific Railway labour relations,
1367905,war exchange tax on agricultural implements,
1367957,railway operations and infrastructure in Ottawa,
1367942,expansion of radio broadcasting coverage to Yukon,
1367832,stabilization of fish prices legislation,
1367943,Canadian Broadcasting Corporation radio coverage in Yukon,
1367970,Chignecto canal construction project,
1367978,pension rights for Winnipeg strike participants,
1367780,overseas parcel postage rates for soldiers,
1367939,appointment of full-time CBC chairman,
1367904,war exchange tax on imported farm engines,
1367956,elimination of railway level crossings in Ottawa,
1367971,Chignecto Ship Canal construction,
1367955,working conditions for railway station employees,
1367937,appointment of a full-time CBC chairman,
1367974,Canadian Pacific Railway employee pension rights,
1367927,full-time chairman for the Canadian Broadcasting Corporation,
1367969,construction of the Chignecto canal,
1367929,management of Canadian Broadcasting Corporation,
1367959,Canso Strait causeway construction,
1367946,establishment of a second CBC radio network,
1367936,full-time chairmanship of the Canadian Broadcasting Corporation,
1368012,wartime railway service shortages,
1367314,export credits insurance regulations,
1368016,Chignecto canal construction project,
