basepk,category,error
1403908,Health care,
1403986,Health care,
1404019,Infrastructure,
1404018,Infrastructure,
1403877,Health care,
1403915,Health care,
1403974,Health care,
1403959,Health care,
1403982,Health care,
1403947,Health care,
1403911,Health care,
1403972,Health care,
1403851,Health care,
1403914,Health care,
1403905,Health care,
1404034,Infrastructure,
1404027,Other,
1403918,Health care,
1404017,Infrastructure,
1403965,Health care,
1404038,Infrastructure,
1403910,Health care,
1404010,Health care,
1403970,Health care,
1403922,Health care,
1403957,Health care,
1403882,Health care,
1403995,Health care,
1403924,Health care,
1403952,Health care,
1403964,Health care,
1404035,Health care,
1404014,Health care,
1404068,Other,
1404011,Health care,
1403927,Health care,
1403857,Health care,
1404191,Other,
1403916,Health care,
1404062,Other,
1404124,Wartime,
1404146,Other,
1403990,Health care,
1404142,Immigration,
1404097,Other,
1404076,Other,
1404162,Trade,
1404043,Infrastructure,
1404021,Education,
1404134,Wartime,
1404037,Education,
1404125,Wartime,
1404140,Immigration,
1404213,Other,
1404181,Other,
1404182,Other,
1404212,Other,
1404160,Other,
1404256,International relations,
1404234,Wartime,
1404237,Other,
1404041,Infrastructure,
1404214,Other,
1404264,International relations,
1404040,Health care,
1404243,Infrastructure,
1402737,Infrastructure,
1404306,Other,
1404273,International relations,
1404260,International relations,
1404225,Income and Tax,
1404383,Other,
1404276,Wartime,
1404299,Infrastructure,
1404130,Wartime,
1404324,Other,
1404301,Wartime,
1404283,International relations,
1404274,Wartime,
1404389,Other,
1404359,Other,
1404312,Trade,
1404372,Other,
1404432,Other,
1404431,Other,
1404411,Other,
1404376,Other,
1404309,Other,
1404327,Other,
1404308,Other,
1404293,Trade,
1404399,Other,
1404394,Other,
1404395,Other,
1404303,Other,
1404382,Infrastructure,
1404297,Other,
1404296,Other,
1404410,Other,
1404328,Budget,
1404429,Other,
1404408,Other,
1404284,International relations,
1404412,Other,
1404386,Other,
1404258,International relations,
1404393,Other,
1404416,Other,
1404420,Other,
1404311,Other,
1404510,Infrastructure,
1404288,International relations,
1404313,Other,
1404270,International relations,
1404385,Wartime,
1404457,Infrastructure,
1404537,Infrastructure,
1404460,Infrastructure,
1404560,Trade,
1404454,Infrastructure,
1404459,Trade,
1404387,Other,
1404435,Wartime,
1404512,Infrastructure,
1404453,Infrastructure,
1404461,Infrastructure,
1404482,Infrastructure,
1404434,Education,
1404509,Infrastructure,
1404443,Other,
1404480,Infrastructure,
1404392,Other,
1404514,Infrastructure,
1404336,International relations,
1404455,Infrastructure,
1404458,Infrastructure,
1404470,Wartime,
1404589,Immigration,
1404586,Other,
1404577,Immigration,
1404556,Wartime,
1404578,Immigration,
1404600,Immigration,
1404571,Immigration,
1404594,Wartime,
1404611,International relations,
1404604,Immigration,
1404620,Immigration,
1404567,Immigration,
1404603,Immigration,
1404602,Immigration,
1404690,International relations,
1404668,International relations,
1404684,International relations,
1404798,Wartime,
1404744,Infrastructure,
1404709,Infrastructure,
1404775,International relations,
1404872,Wartime,
1404731,Infrastructure,
1404673,International relations,
1404669,International relations,
1404808,Wartime,
1404725,Budget,
1404789,Wartime,
1404846,Wartime,
1404712,Infrastructure,
1404845,Wartime,
1404726,Other,
1404745,Infrastructure,
1404900,Budget,
1404774,International relations,
1404855,Other,
1404670,International relations,
1404706,Infrastructure,
1404713,Infrastructure,
1404856,Other,
1404905,Budget,
1404679,International relations,
1404689,International relations,
1404783,Other,
1404735,Infrastructure,
1404786,Wartime,
1404770,Other,
1404681,International relations,
1404687,International relations,
1404741,Infrastructure,
1404791,Other,
1404749,Wartime,
1404914,Budget,
1404959,Trade,
1404875,Wartime,
1404793,Budget,
1404902,Budget,
1404960,Wartime,
1404868,Wartime,
1404910,Budget,
1404908,Budget,
1404955,Wartime,
1404850,Wartime,
1404764,Budget,
1404671,International relations,
1404812,Wartime,
1404972,Infrastructure,
1404961,Wartime,
1404913,Budget,
1404732,Other,
1404857,Wartime,
1404938,Trade,
1404937,Other,
1404919,Wartime,
1404975,Budget,
1404988,Budget,
1404753,Other,
1404927,Budget,
1405016,Income and Tax,
1405043,Budget,
1405036,Wartime,
1405055,Wartime,
1405080,Budget,
1405027,Trade,
1405075,Other,
1405062,Other,
1398274,Wartime,
1398287,Trade,
1398289,Wartime,
1398239,Wartime,
1405042,Other,
1398348,Infrastructure,
1398339,Health care,
1398352,Infrastructure,
1398292,Other,
1398303,Wartime,
1398422,Trade,
1398362,Other,
1398411,Trade,
1405065,Infrastructure,
1398355,Infrastructure,
1398376,Trade,
1398426,Trade,
1398370,Trade,
1398330,Health care,
1398424,Trade,
1398329,Health care,
1398395,Trade,
1398480,Trade,
1398397,Trade,
1398368,Trade,
1398490,Trade,
1398565,Other,
1398409,Trade,
1398382,Trade,
1398331,Health care,
1398489,Trade,
1398345,Infrastructure,
1405031,Wartime,
1398325,Health care,
1398363,Wartime,
1398378,Trade,
1398582,Other,
1398524,Budget,
1398500,Income and Tax,
1398588,Other,
1398603,Infrastructure,
1398534,Infrastructure,
1398377,Trade,
1398554,Other,
1398346,Trade,
1398393,Trade,
1398529,Budget,
1404918,Budget,
1398541,Other,
1398405,Trade,
1398564,Other,
1398584,Income and Tax,
1398439,Trade,
1398590,Budget,
1398586,Other,
1398576,Other,
1398552,Other,
1398555,Infrastructure,
1398613,Infrastructure,
1398620,Budget,
1398527,Income and Tax,
1398328,Health care,
1398633,Other,
1398591,Other,
1398602,Infrastructure,
1398644,Wartime,
1398617,Infrastructure,
1398650,Infrastructure,
1398598,Infrastructure,
1398548,Other,
1398597,Infrastructure,
1398653,Other,
1398616,Infrastructure,
1398666,Wartime,
1398654,Other,
1398674,Other,
1398716,Trade,
1398655,Other,
1398687,Other,
1398718,Trade,
1398758,Trade,
1398755,Trade,
1398746,Trade,
1398668,Infrastructure,
1398728,Trade,
1398749,Trade,
1398729,Trade,
1398732,Trade,
1398722,Trade,
1398757,Trade,
1398721,Trade,
1398711,Trade,
1398779,Trade,
1398764,Wartime,
1398699,Wartime,
1398740,International relations,
1398795,Trade,
1398793,Trade,
1398805,Trade,
1398766,Trade,
1398731,Trade,
1398852,Wartime,
1399118,Other,
1398681,Other,
1398809,Trade,
1398815,Trade,
1398889,Wartime,
1398969,Wartime,
1398843,Wartime,
1398898,Wartime,
1399017,Infrastructure,
1399110,Wartime,
1398902,Wartime,
1398894,Wartime,
1398807,Trade,
1399120,Other,
1399097,Wartime,
1398836,Wartime,
1398774,Trade,
1399129,Wartime,
1398780,Trade,
1399077,Wartime,
1398830,Wartime,
1398781,Trade,
1399034,Infrastructure,
1399122,Wartime,
1399137,Wartime,
1399099,Wartime,
1399067,Wartime,
1398938,Other,
1399115,Wartime,
1399098,Wartime,
1398925,Wartime,
1398738,Trade,
1399135,Wartime,
1399123,Other,
1399106,Wartime,
1399103,Wartime,
1398921,Wartime,
1399141,Other,
1399131,Other,
1399072,Wartime,
1399139,Other,
1399109,Wartime,
1398892,Wartime,
1398920,Wartime,
1399101,Other,
1398911,Wartime,
1398743,Trade,
1399060,Wartime,
1399143,Wartime,
1399113,Wartime,
1399144,Wartime,
1399114,Wartime,
1398257,Other,
1399176,Wartime,
1399182,Wartime,
1399180,Wartime,
1399173,Wartime,
1399145,Wartime,
1399168,Wartime,
1399178,Budget,
1399185,Wartime,
1399200,Wartime,
1399157,Other,
1399221,Wartime,
1399247,Wartime,
1399218,Wartime,
1399194,Wartime,
1399242,Trade,
1399191,Wartime,
1399325,Wartime,
1399192,Wartime,
1399223,Wartime,
1399286,Wartime,
1399329,Wartime,
1399288,Wartime,
1399314,Wartime,
1399308,Wartime,
1399345,Wartime,
1399382,Trade,
1399348,Wartime,
1399342,Wartime,
1399327,Wartime,
1399332,Other,
1399311,Wartime,
1399296,Wartime,
1399330,Wartime,
1399167,Wartime,
1399222,Wartime,
1399324,Wartime,
1399340,Wartime,
1399306,Wartime,
1399364,Wartime,
1399358,Wartime,
1399328,Wartime,
1399383,Trade,
1399380,Trade,
1399343,Wartime,
1399323,Wartime,
1399356,Wartime,
1399184,Wartime,
1399357,Wartime,
1399406,Trade,
1399229,Wartime,
1399351,Wartime,
1399402,International relations,
1399354,Wartime,
1399405,International relations,
1399410,International relations,
1399297,Wartime,
1399446,International relations,
1399399,International relations,
1399225,Wartime,
1399213,Wartime,
1399443,International relations,
1399187,Wartime,
1399471,Other,
1399186,Wartime,
1399453,Wartime,
1399481,Other,
1399216,Wartime,
1399207,Wartime,
1399217,Wartime,
1399359,Wartime,
1399503,Trade,
1399488,Income and Tax,
1399487,Other,
1399473,Other,
1399528,Trade,
1399204,Wartime,
1399489,Income and Tax,
1399556,Other,
1399555,Trade,
1399486,Other,
1399422,International relations,
1399536,Other,
1399504,Other,
1399166,Wartime,
1399215,Wartime,
1399491,Income and Tax,
1399474,Other,
1399495,Other,
1399631,Income and Tax,
1399642,International relations,
1399557,Health care,
1399467,Trade,
1399651,International relations,
1399553,Trade,
1399559,Health care,
1399604,International relations,
1399563,Other,
1399646,International relations,
1399183,Wartime,
1399304,Other,
1399673,Other,
1399566,Wartime,
1399644,International relations,
1399636,International relations,
1399653,International relations,
1399707,Other,
1399558,Health care,
1399712,Other,
1399635,International relations,
1399664,Infrastructure,
1399648,International relations,
1399638,International relations,
1399455,Wartime,
1399730,International relations,
1399739,International relations,
1399723,Other,
1399747,Other,
1399571,Other,
1399729,International relations,
1399703,Other,
1399736,International relations,
1399412,International relations,
1399713,Other,
1399749,International relations,
1399829,Other,
1399496,Other,
1399818,Other,
1399689,Other,
1399770,International relations,
1399880,International relations,
1399878,International relations,
1399750,International relations,
1399757,International relations,
1399870,International relations,
1399896,International relations,
1399827,International relations,
1399881,International relations,
1399834,International relations,
1399678,Other,
1399842,International relations,
1399833,International relations,
1399830,International relations,
1399706,Other,
1399756,Other,
1399619,Other,
1399893,International relations,
1399633,International relations,
1399680,Other,
1399936,Budget,
1399768,International relations,
1399894,International relations,
1399926,Trade,
1399903,International relations,
1399910,International relations,
1399687,Other,
1399629,International relations,
1399975,Trade,
1399686,Other,
1399950,Other,
1399995,Other,
1399615,International relations,
1399981,Other,
1399906,Trade,
1399992,Other,
1399454,Wartime,
1399913,International relations,
1399941,Budget,
1399985,Trade,
1399969,Other,
1400002,Other,
1400015,Trade,
1399874,International relations,
1400014,Trade,
1399951,Health care,
1399990,Other,
1399945,Other,
1399993,Other,
1399996,Other,
1399704,Other,
1400047,Other,
1399920,Trade,
1400016,Other,
1400048,Trade,
1400041,Other,
1400012,Other,
1399159,Wartime,
1399462,Other,
1400046,Trade,
1400043,Trade,
1400052,Other,
1400084,Other,
1400049,Other,
1400085,Other,
1400118,Trade,
1400132,Trade,
1400120,Other,
1400067,Other,
1400114,Trade,
1400151,Other,
1400181,Other,
1399952,Other,
1399269,Wartime,
1400184,Other,
1400121,Other,
1400094,Other,
1400150,Other,
1400097,Other,
1400185,Other,
1400135,Trade,
1400095,Other,
1400190,Other,
1400081,Infrastructure,
1400110,Trade,
1400146,Trade,
1400017,Trade,
1400122,Trade,
1400223,Other,
1400242,Other,
1400167,Other,
1400212,Other,
1400262,Other,
1400238,Other,
1400219,Other,
1400198,Infrastructure,
1400249,Other,
1400204,Other,
1400205,Infrastructure,
1400255,Other,
1400090,Trade,
1400220,Other,
1400209,Infrastructure,
1400093,Other,
1400091,Trade,
1400247,Other,
1400230,Other,
1400196,Other,
1400165,Other,
1399916,Trade,
1400089,Other,
1400208,Other,
1400298,Other,
1400315,Trade,
1400275,Other,
1400137,Trade,
1399465,Other,
1400281,Other,
1375683,Other,
1375684,Other,
1400252,Other,
1375686,Other,
1400263,Other,
1399470,Other,
1400019,Other,
1375737,Budget,
1375687,Other,
1375692,Other,
1375731,Budget,
1399435,International relations,
1375707,Other,
1375693,Other,
1400020,Other,
1375694,Budget,
1375691,Other,
1375732,Budget,
1375769,International relations,
1400303,Other,
1375688,Other,
1375774,International relations,
1400070,Budget,
1399848,International relations,
1375876,Other,
1400086,Other,
1375777,International relations,
1375847,International relations,
1375734,Budget,
1375849,Other,
1375887,Other,
1375804,Wartime,
1375758,Wartime,
1375835,Budget,
1375772,International relations,
1375868,International relations,
1375779,International relations,
1375773,International relations,
1375767,International relations,
1375771,International relations,
1375927,Other,
1375897,International relations,
1375931,Wartime,
1375915,Immigration,
1375781,International relations,
1375840,Other,
1399441,International relations,
1375938,Wartime,
1375863,International relations,
1375854,International relations,
1375797,Wartime,
1375780,International relations,
1375775,International relations,
1376002,Wartime,
1376050,Other,
1375959,International relations,
1375957,International relations,
1375788,Wartime,
1375908,Other,
1375943,Income and Tax,
1375853,International relations,
1376020,Other,
1400253,Other,
1375714,Wartime,
1375794,Other,
1375787,Wartime,
1375979,Other,
1375861,International relations,
1400140,Other,
1376194,International relations,
1376004,Other,
1375965,International relations,
1375962,International relations,
1376066,Other,
1376010,Income and Tax,
1376149,Wartime,
1376209,International relations,
1376207,International relations,
1376164,Infrastructure,
1376237,Wartime,
1376075,International relations,
1376211,International relations,
1376167,Other,
1376105,International relations,
1376256,Income and Tax,
1376077,International relations,
1376118,International relations,
1376282,Wartime,
1376253,Wartime,
1376095,Other,
1399448,International relations,
1376205,International relations,
1376389,Other,
1376248,International relations,
1376255,Income and Tax,
1376293,Trade,
1376138,Wartime,
1375782,International relations,
1376344,Other,
1376355,Wartime,
1376296,Infrastructure,
1376160,Other,
1376399,International relations,
1376409,International relations,
1376242,International relations,
1376387,International relations,
1376368,Wartime,
1376447,International relations,
1376524,International relations,
1400044,Trade,
1376484,Trade,
1376270,Budget,
1376509,International relations,
1376456,International relations,
1376464,International relations,
1376482,Trade,
1376375,Wartime,
1376595,International relations,
1376397,International relations,
1376544,International relations,
1376577,Other,
1376326,Wartime,
1376395,International relations,
1376522,International relations,
1376458,International relations,
1376401,International relations,
1376486,Trade,
1376585,International relations,
1376555,International relations,
1376545,International relations,
1376546,International relations,
1376587,International relations,
1376591,International relations,
1376480,Trade,
1376564,International relations,
1376386,International relations,
1376359,Wartime,
1376593,International relations,
1376537,International relations,
1376634,Other,
1376633,Other,
1376468,Other,
1376638,Wartime,
1376639,Wartime,
1376644,Wartime,
1376601,Other,
1376612,International relations,
1376636,Other,
1376490,Wartime,
1376479,Trade,
1376681,Budget,
1376649,Wartime,
1376684,Wartime,
1376733,International relations,
1376721,International relations,
1376388,Other,
1376852,Wartime,
1376708,Wartime,
1376840,Budget,
1376695,Wartime,
1376934,Other,
1376907,Other,
1376655,Wartime,
1376516,Wartime,
1376900,Wartime,
1376809,International relations,
1376894,Other,
1376707,Wartime,
1376905,Other,
1376917,Other,
1376664,Other,
1376888,Other,
1376916,Other,
1376896,Other,
1376912,Other,
1376747,Wartime,
1376892,Other,
1376919,Other,
1376814,International relations,
1376812,International relations,
1376941,Other,
1376943,Other,
1376808,International relations,
1376950,Wartime,
1376939,Wartime,
1376851,Budget,
1376850,Other,
1376819,Other,
1376928,Other,
1376959,Other,
1376956,Other,
1376938,Wartime,
1376767,International relations,
1376965,Other,
1376648,Wartime,
1376841,Other,
1376995,Other,
1376855,Budget,
1376986,Other,
1376994,Other,
