basepk,chunk_index,topic,category,procedural_score,error_x,error_y
3931476,8,PRB approach to bid challenge mechanism,Trade & Industry,0.0,,
3931476,9,government procurement and open bidding,Trade & Industry,0.0,,
3931551,0,UN troop redeployment west of Sarajevo,Foreign Affairs & Defence,0.0,,
3931551,1,Canadian mission details,Foreign Affairs & Defence,0.0,,
3931572,0,unemployment insurance for voluntary job leavers,Social Policy,0.0,,
3931582,0,government policy on tobacco use and smuggling,Trade & Industry,0.0,,
3931582,1,tracking tobacco products,Trade & Industry,0.0,,
3931584,0,aboriginal fishery strategy in B.C,Indigenous & Northern Affairs,0.0,,
3931587,0,fishery stakeholders consultation process,Agriculture & Natural Resources,0.0,,
3931609,0,bill C-93 effects on government agencies,Government Operations & Ethics,0.25,,
3931609,1,Enterprise Cape Breton Corporation,Government Operations & Ethics,0.25,,
3931609,2,Cape Breton Development Corporation industrial division,Government Operations & Ethics,0.0,,
3931609,3,Enterprise Cape Breton Corporation mandate,Government Operations & Ethics,0.25,,
3931609,4,Enterprise Cape Breton Corporation mandate,Government Operations & Ethics,0.25,,
3931609,5,Enterprise Cape Breton Corporation,Government Operations & Ethics,0.25,,
3931609,6,federal Crown corporation for regional development,Government Operations & Ethics,0.25,,
3931609,7,opposition to bill regarding Enterprise Cape Breton Corporation,Government Operations & Ethics,0.25,,
3931618,0,budget implementation and agency wind-ups,Government Operations & Ethics,0.25,,
3931618,1,Enterprise Cape Breton Corporation,Government Operations & Ethics,0.0,,
3931618,2,Enterprise Cape Breton Corporation funding,Government Operations & Ethics,0.0,,
3931618,3,unemployment in the Niagara peninsula,Social Policy,0.0,,
3931618,4,unemployment and retraining programs for skilled workers,Social Policy,0.0,,
3931618,5,Veterans' Land Act administration transfer,Government Operations & Ethics,0.0,,
3931618,6,Veterans' Land Act review committees,Government Operations & Ethics,0.0,,
3931618,7,merger of trade and procurement tribunals,Trade & Industry,0.0,,
3931628,0,Prime Minister's comments on unemployment insurance and work ethic,Social Policy,0.25,,
3931628,1,government contracts and alleged savings,Government Operations & Ethics,0.1,,
3931628,2,merger of social sciences and humanities research council,Government Operations & Ethics,0.25,,
3931628,3,ethics in awarding government contracts,Government Operations & Ethics,0.25,,
3931682,0,coroner's jury recommendations on murder prevention,"Justice, Rights & Immigration",0.0,,
3931682,1,inquest funding for victim's parents,"Justice, Rights & Immigration",0.25,,
3931682,2,compensation for Stephenson family legal costs,"Justice, Rights & Immigration",0.0,,
3931682,3,Solicitor General legal expenses for Stephensons,"Justice, Rights & Immigration",0.25,,
3931682,4,payment of legal bills for victims,"Justice, Rights & Immigration",0.0,,
3931686,0,green plan investments in environment and economy,Economic & Fiscal Policy,0.0,,
3931686,1,green plan environmental technology development,Agriculture & Natural Resources,0.0,,
3931686,2,infrastructure investment program,Economic & Fiscal Policy,0.0,,
3931692,0,Japanese recession and business impacts,Economic & Fiscal Policy,0.0,,
3931706,0,metro Toronto economic malaise,Economic & Fiscal Policy,0.0,,
3931706,1,economic stimulation and government intervention,Economic & Fiscal Policy,0.25,,
3931735,0,unemployment insurance and deficit control,Social Policy,0.0,,
3931759,0,government deficit reduction,Economic & Fiscal Policy,0.0,,
3931759,1,government spending and deficit control,Economic & Fiscal Policy,0.0,,
3931775,0,federal transfers to provinces,Intergovernmental & Constitutional Affairs,0.0,,
3931775,1,provincial financial difficulties and GST harmonization,Economic & Fiscal Policy,0.25,,
3931777,0,sale of surplus airport lands,Government Operations & Ethics,0.0,,
3931817,0,James Bay II hydroelectric project environmental impact,Agriculture & Natural Resources,0.0,,
3931819,0,serial killer board games and the Criminal Code,"Justice, Rights & Immigration",0.25,,
3931859,0,Prime Minister's unfulfilled promises,Government Operations & Ethics,0.25,,
3931859,1,committee procedure on hiring recommendations,Parliamentary Affairs,0.75,,
3931876,0,Auditor General's report on contract procedures,Government Operations & Ethics,0.25,,
3931891,0,standards of public conduct vs private business conduct,Government Operations & Ethics,0.25,,
3931891,1,standards of public conduct for politicians,Government Operations & Ethics,0.0,,
3931891,2,government accountability and standards of conduct,Government Operations & Ethics,0.25,,
3931891,3,standards of conduct for new members,Government Operations & Ethics,0.5,,
3931909,0,point of order on personal references,Parliamentary Affairs,0.75,,
3931939,0,conflict of interest legislation,Government Operations & Ethics,0.25,,
3931939,1,delay in passage of Bill C-43,Parliamentary Affairs,0.25,,
3931944,0,conflict of interest and code of conduct legislation,Government Operations & Ethics,0.0,,
3931944,1,ethics legislation and spousal provisions,Government Operations & Ethics,0.25,,
3931944,2,code of conduct legislation,Government Operations & Ethics,0.25,,
3931947,0,family business legislation,Government Operations & Ethics,0.25,,
3931947,1,"election expenses, conflict of interest, and lobby legislation",Government Operations & Ethics,0.1,,
3931947,2,lobster fishing licence and Air Canada appointment,Government Operations & Ethics,0.25,,
3931947,3,lobbying control and public sector ethics,Government Operations & Ethics,0.25,,
3931947,4,lobbyist registry and verification powers,Government Operations & Ethics,0.25,,
3931947,5,lobbying and political appointments,Government Operations & Ethics,0.25,,
3931947,6,lobbying firms and Conservative Party connections,Government Operations & Ethics,0.25,,
3931947,7,lobbying public office holders by private interests,Government Operations & Ethics,0.25,,
3931947,8,conflict of interest in public service,Government Operations & Ethics,0.25,,
3931947,9,lobbyists and conflict of interest,Government Operations & Ethics,0.25,,
3931947,10,perception of conflict of interest,Government Operations & Ethics,0.25,,
3931947,11,lobbying and conflict of interest,Government Operations & Ethics,0.25,,
3931947,12,lobbying firms and government contracts,Government Operations & Ethics,0.5,,
3931947,13,lobbyists and Liberal Party appointments,Government Operations & Ethics,0.75,,
3931950,0,ethics in government,Government Operations & Ethics,0.0,,
3931950,1,lobbying and the public interest,Government Operations & Ethics,0.0,,
3931951,0,lobbyist legislation,Government Operations & Ethics,0.25,,
3931951,1,contingency fees and lobbyist disclosure,Government Operations & Ethics,0.0,,
3931951,2,lobbying disclosure and spending,Government Operations & Ethics,0.0,,
3931956,0,lobbyists and government connections,Government Operations & Ethics,0.25,,
3931956,1,lobbying and access to government,Government Operations & Ethics,0.25,,
3931977,0,point of order regarding motion,Parliamentary Affairs,0.75,,
3932019,0,worker's compensation legislation,Social Policy,0.25,,
3932019,1,cross-examination in benefit claims,Social Policy,0.0,,
3932019,2,spousal relocation for employment,Social Policy,0.0,,
3932019,3,UI fund administration and training costs,Social Policy,0.0,,
3932058,0,MSV Resources acquisition of Westminer mines,Trade & Industry,0.0,,
3932058,1,Chibougamau mine workers' job security,Trade & Industry,0.0,,
3932147,0,export figures and trade surplus,Trade & Industry,0.0,,
3932150,0,government spending on research and development,Economic & Fiscal Policy,0.0,,
3932193,0,imputing motives of members,Parliamentary Affairs,0.75,,
3932216,0,adjournment proceedings,Parliamentary Affairs,0.75,,
3932254,0,UI program training expenditures,Social Policy,0.0,,
3932254,1,UI developmental uses for displaced workers,Social Policy,0.0,,
3932254,2,job training and education funding,Social Policy,0.0,,
3932304,0,NAFTA hearings in Saskatchewan,Trade & Industry,0.0,,
3932304,1,NAFTA hearings in Saskatchewan,Trade & Industry,0.25,,
3932340,0,unemployment insurance system objectives,Social Policy,0.0,,
3932340,1,social programs and fiscal strength,Economic & Fiscal Policy,0.25,,
3932365,0,Indian Affairs budget cutbacks on aboriginal economic development,Indigenous & Northern Affairs,0.0,,
3932365,1,economic development for Indian bands,Indigenous & Northern Affairs,0.0,,
3932380,0,Nationair financial assistance and aviation policy,Trade & Industry,0.25,,
3932406,0,written questions unanswered,Parliamentary Affairs,0.75,,
3932406,1,timely answers to parliamentary questions,Parliamentary Affairs,0.25,,
3932412,0,time allocation motion for bill C-110,Parliamentary Affairs,0.75,,
3932415,0,Canada Student Loans Program and NDP job creation paper,Social Policy,0.25,,
3932415,1,Canada Student Loans Program and job creation,Social Policy,0.0,,
3932415,2,work force skills and economic development,Social Policy,0.0,,
3932415,3,youth unemployment and job opportunities,Social Policy,0.0,,
3932415,4,Canada Student Loans Program,Social Policy,0.0,,
3932415,5,Canada student loans program changes,Social Policy,0.0,,
3932415,6,student loan defaults and unemployment,Social Policy,0.0,,
3932415,7,student loans program reform,Social Policy,0.25,,
3932415,8,student loans and debt collection,Social Policy,0.25,,
3932415,9,Canada Student Loans Program reforms,Social Policy,0.0,,
3932436,0,government debt and spending,Economic & Fiscal Policy,0.25,,
3932436,1,education system challenges and solutions,Social Policy,0.25,,
3932439,0,student loan interest rates,Social Policy,0.25,,
3932439,1,student loan interest subsidies and tax,Social Policy,0.0,,
3932457,0,GST harmonization with provinces,Economic & Fiscal Policy,0.25,,
3932465,0,taxing lobbyists for regulatory process,Government Operations & Ethics,0.0,,
3932465,1,cutting ministers' salaries and deficit reduction,Economic & Fiscal Policy,0.25,,
3932465,2,parliamentary salaries and benefits tribunal,Parliamentary Affairs,0.0,,
3932465,3,student loans system changes,Social Policy,0.0,,
3932465,4,adult literacy and education programs,Social Policy,0.0,,
3932465,5,government inaction on business training and student loans,Social Policy,0.1,,
3932465,6,student loans and business taxation,Economic & Fiscal Policy,0.25,,
3932465,7,taxation of student scholarships vs business deductions,Economic & Fiscal Policy,0.0,,
3932518,0,economic benefits of construction project,Trade & Industry,0.0,,
3932518,1,Canadian reputation for megaprojects,Trade & Industry,0.0,,
3932518,2,Northumberland Strait bridge construction,Trade & Industry,0.0,,
3932518,3,Strait Crossing Incorporated bridge project,Trade & Industry,0.0,,
3932518,4,public imagination and bridges,Trade & Industry,0.0,,
3932518,5,Northumberland Strait Crossing controversy,Trade & Industry,0.0,,
3932518,6,Northumberland Strait Crossing project,Trade & Industry,0.0,,
3932518,7,economic spin-offs from bridge construction,Trade & Industry,0.0,,
3932518,8,financing for the fixed link project,Trade & Industry,0.0,,
3932529,0,unemployment insurance legislative changes,Social Policy,0.0,,
3932543,0,double standard for motor vehicles,Trade & Industry,0.0,,
3932543,1,vehicle safety standards and recalls,Trade & Industry,0.0,,
3932565,0,small business job creation and training programs,Social Policy,0.25,,
3932570,0,poverty and unemployment in Montreal,Social Policy,0.0,,
3932573,0,cost of unemployment,Economic & Fiscal Policy,0.0,,
3932575,0,unemployment and trade policy,Trade & Industry,0.25,,
3932580,0,economic adjustment and retraining,Social Policy,0.0,,
3932605,0,offshore resource jurisdiction,Intergovernmental & Constitutional Affairs,0.25,,
3932605,1,UN conference on overfishing,Agriculture & Natural Resources,0.25,,
3932608,0,softwood exports dispute settlement,Trade & Industry,0.25,,
3932608,1,GATT dispute on raw log exports,Trade & Industry,0.0,,
3932611,0,Canada Scholarships Program testing,Social Policy,0.0,,
3932641,0,North American free trade agreement implementation,Trade & Industry,0.0,,
3932657,0,Canada student loans and family allowance,Social Policy,0.0,,
3932668,0,disability benefits overpayments and recovery,Social Policy,0.0,,
3932668,1,long-term disability benefit overpayments,Social Policy,0.0,,
3932677,0,environmental assessment of projects,Agriculture & Natural Resources,0.25,,
3932684,0,speaking time rules,Parliamentary Affairs,0.75,,
3932684,1,recognition of members,Parliamentary Affairs,0.75,,
3932688,0,spending on missing link project,Economic & Fiscal Policy,0.25,,
3932688,1,government spending on unemployment projects,Economic & Fiscal Policy,0.25,,
3932688,2,ferry vs. bridge spending,Economic & Fiscal Policy,0.0,,
3932694,0,bridge maintenance spending,Economic & Fiscal Policy,0.25,,
3932694,1,Hibernia oil consortium and bridge funding,Economic & Fiscal Policy,0.25,,
3932704,0,spending vs savings in Prince Edward Island,Economic & Fiscal Policy,0.25,,
3932704,1,offshore consortium ownership and spending,Economic & Fiscal Policy,0.25,,
3932704,2,offshore oil and gas exploration,Agriculture & Natural Resources,0.25,,
3932704,3,pork-barrel politics and bridge construction,Economic & Fiscal Policy,0.5,,
3932706,0,spending on social programs and education,Social Policy,0.0,,
3932706,1,Auditor General study of project spending,Government Operations & Ethics,0.25,,
